message_type,source_ip_encoded,dest_ip_encoded,packet_size,timestamp_delta,sequence_number,flow_label,teid,qfi,priority,label
5,590,589,1144.1184133521292,0.08813538710660052,48385,244413,5701,31,8,0
50,660,713,1264.2642265991624,0.044187293869357276,64012,188511,38840,41,12,1
4,649,301,626.674847553747,0.05901030232149898,17046,961919,10249,36,14,0
50,470,908,618.7497190052436,0.18086123783591815,40742,930073,45292,61,9,0
3,825,222,384.96124645149024,0.030783996656314552,22771,526657,82630,24,14,0
5,887,733,639.1483500128031,0.059535388917185496,42771,372107,84892,31,3,0
5,422,2,720.7886714016796,0.07715242215072793,7888,228629,17178,34,1,0
5,900,989,481.61194048655545,0.1089527839812185,33183,786960,19484,21,2,0
3,64,517,786.3605071612986,0.15323465580557294,32371,108806,43816,23,2,0
3,12,92,941.8751253576487,0.05022083309775147,39619,161386,38534,38,13,0
50,212,519,735.9583592001743,0.10385909850842663,24919,627267,27,53,6,0
2,985,427,998.8177479557801,0.01632379562514711,35498,935551,60612,29,7,0
50,241,492,557.8580051061991,0.26978241737391734,28027,806180,87243,62,12,0
4,492,234,1651.522243898973,0.02414907849318988,60204,35109,24661,49,10,1
1,212,619,836.5444117324574,0.1307562377829535,11930,538207,55104,31,12,0
5,692,160,1263.577150926423,0.0020550810635365686,47757,309642,52254,30,5,0
2,337,720,1500.0,0.02296485919189662,36666,317952,42083,22,3,0
1,996,751,658.9269223090156,0.06676403518721713,61586,736152,16259,39,5,0
2,172,330,671.2808369295626,0.21058057860736962,61763,594729,98316,32,12,0
52,671,332,726.1273634153848,0.07491994651056075,34938,375987,89691,62,10,0
52,163,49,978.7106750526544,0.26574114935976906,13564,506775,95221,24,0,0
51,464,522,1197.790991142527,0.06612549796715199,51031,336564,15390,35,12,0
52,994,862,604.1574547490591,0.06742255230389045,28547,422122,91861,23,9,0
50,496,667,1371.5599199151327,0.006377283627944628,64594,369591,27686,30,7,1
52,699,491,759.2218130432699,0.16228081173648157,12889,464702,59221,57,0,0
3,394,581,1478.1490961432648,0.01418220596292309,62371,66896,27196,38,14,1
5,702,680,1252.837308022307,0.22987174756009462,59962,103431,21798,45,4,0
50,916,271,727.9015287700955,0.24171458046343447,34284,415162,71311,12,1,0
1,307,579,299.0396999978808,0.2870159424084981,16959,571308,97170,9,14,0
51,767,866,1023.1705030640879,0.07344494760376784,12635,205338,66333,22,5,0
51,182,251,550.1884344183643,0.11303933532880815,19252,516915,93926,17,8,0
51,628,559,757.0652789108667,0.15074043853476807,46567,808593,62908,31,4,0
1,793,695,1036.1092510614842,0.0140428976240827,19929,27738,7189,32,3,0
1,509,831,889.2184560593324,0.09186865871384103,37246,659285,23697,35,13,0
1,707,698,769.4839923340865,0.0034899878772847934,62744,401679,2025,27,1,0
1,545,89,940.8532293937556,0.03441455784641494,64690,57153,73203,15,11,1
51,563,445,96.0,0.008411624667806249,60561,738308,35986,15,2,1
51,623,331,1009.4962447268606,0.02020218507039656,28014,61009,6585,17,5,0
2,763,138,1086.1717353484062,0.022710259553626416,65400,874370,90999,7,7,1
50,593,356,1881.0013252600766,0.028320190815661946,63314,885978,27045,41,13,1
5,743,600,919.408408988561,0.0975967555656707,21877,484469,5286,15,7,0
52,226,273,637.6623882395471,0.007734380629496312,26963,696912,63116,54,4,0
52,744,18,1120.061026512812,0.07005580961586938,28085,318415,7371,55,4,0
3,732,982,1145.3388217874572,0.020165745245608657,42320,796229,17904,10,9,0
51,435,310,734.2904556942566,0.08532576598372878,21144,348274,32500,5,13,0
3,924,869,1158.0934596719683,0.10144677007124554,26092,71942,97905,0,12,0
50,421,885,633.4075833841858,0.08135294184616691,57237,118065,22996,61,2,0
50,553,977,847.8943308223709,0.13405393143708233,14180,276109,35201,60,14,0
3,20,153,1457.133774473451,0.02044424075038079,63960,275877,88378,60,6,1
51,553,389,1035.4344752042568,0.14486234491547242,58727,446439,70403,11,14,0
3,396,259,986.456554584767,0.0566985268967653,10223,389326,13567,56,12,0
52,624,619,1050.3042687465725,0.03310030661636592,62526,519790,37823,37,5,1
2,104,882,1128.1092922074324,0.10444142797455358,54526,682286,51223,27,14,0
52,191,796,762.6718030680745,0.0018528990395313997,62406,684143,94089,44,0,0
4,16,570,943.9376869761629,0.05306499014831632,62211,607648,90451,57,3,1
51,119,124,950.5479147090011,0.048193382432012745,62371,167466,50669,16,5,1
51,392,353,1381.9965174429005,0.037084213601103935,16117,370522,63854,0,10,0
5,424,272,577.4049715724166,0.008969966162677409,51053,720156,54644,31,5,0
1,128,618,1781.235852042201,0.004766958756451525,64735,290431,22334,7,10,1
4,129,810,459.35999125694906,0.25668598921792296,48818,82104,15959,53,13,0
50,571,244,946.3716335222559,0.1168860909361214,37565,685796,52443,39,14,0
51,559,847,889.1250354472505,0.013593727159832373,37375,349060,20955,55,11,0
3,28,449,1286.3680639178683,0.04411801175497202,17668,745692,75175,62,11,0
4,96,929,603.6794314494455,0.08976726144151884,8776,466783,99684,42,2,0
5,9,246,520.8007346118839,0.18052807010151062,29656,480699,9676,45,5,0
50,241,519,1147.570329743858,0.0022321375867669726,62681,789620,89591,23,11,1
1,825,140,1299.4405487721356,0.027001653949492783,47633,615493,31662,9,9,0
1,955,361,534.7524560168696,0.22049956063785703,14194,232321,64290,46,5,0
5,231,7,64.0,0.0009207812273984887,14677,883781,17185,38,11,0
5,788,477,1226.895526817977,0.011244698043996373,62806,137837,47964,38,8,1
3,283,351,1084.8568753883028,0.3194773044071625,43226,444842,25823,9,8,0
51,714,995,495.85822020804113,0.09503694885311888,60011,744067,62304,35,1,0
1,758,494,1581.5694780089686,0.015168312542013224,63769,141879,76466,24,3,1
50,801,605,489.2267044962631,0.006934053305263878,65452,10204,5268,59,8,0
4,775,832,756.0324392924963,0.0028596346211614398,48813,747962,52648,49,14,0
50,954,426,1538.707041878726,0.014034997192832,62255,713304,62815,58,13,1
2,725,38,665.6405692177027,0.10663613298249892,64410,828552,36026,56,12,1
2,199,592,854.4539994522663,0.05377064548526818,247,102903,77606,9,3,0
5,944,186,1746.7380800815067,0.06370784946546824,60900,415874,982,18,7,1
3,78,595,942.1802297634052,0.2504518128404936,39285,823513,43437,45,9,0
2,912,599,583.8121827227696,0.05243169937359698,16801,780975,18473,44,11,0
1,955,753,1883.4232587225574,0.010614963868587825,61750,559274,19337,14,2,1
50,854,853,1496.2766303651206,0.036399140920355545,64899,865754,25588,15,2,1
50,855,92,241.8656000227079,0.23868767578633446,23087,881251,77193,1,8,0
5,172,85,1059.2730844202679,0.16315527228689483,20102,916447,92863,28,10,0
51,466,43,628.587724274817,0.006809667679278767,16492,574592,84047,3,9,0
51,580,136,858.9690642927393,0.11795169679846265,27208,852024,53014,52,7,0
4,415,420,1102.401201287978,0.08483926785528505,41799,320692,84512,49,0,0
5,939,73,635.1186246005499,0.23801486201298153,20898,1028341,9666,28,9,0
52,448,547,306.3222157874558,0.013065714648777505,63084,360591,27098,30,13,0
4,86,612,1251.6635575717485,0.07636471440068046,29493,564274,91278,16,1,0
52,100,987,1149.3750413605844,0.21157959765551348,1422,336239,52475,9,2,0
51,7,511,1160.7347940676746,0.026383652970326656,63295,91594,71974,26,13,1
5,844,155,1056.0264354476344,0.06577702254442734,12971,350425,25186,52,10,0
52,199,937,689.1839803808947,0.0073066167892394136,7284,590439,75912,40,1,0
5,504,254,1243.6365795423824,0.01629645539361343,63159,860030,92644,14,2,1
5,86,170,756.713617208978,0.03923119649596371,15946,814646,30485,59,7,0
51,42,980,701.3167743928093,0.29026509165470155,256,1027328,45611,43,10,0
4,384,727,907.7907740257265,0.03322156136661943,56401,825177,50808,30,10,0
4,620,169,437.54635290632353,0.06177962039001496,11020,502939,50908,20,11,0
5,434,763,724.5257507703263,0.11126232561581627,15488,173620,57390,59,13,0
2,407,871,894.3438417450215,0.017695602393408307,41798,141753,25836,58,5,0
3,482,321,1351.4302123884909,0.06663930594939736,19347,138056,95280,57,14,0
51,663,566,449.7397354061912,0.13414702971609446,35051,158651,96454,40,13,0
3,16,455,956.1659173197281,0.20163181190249949,8745,877242,53791,45,6,0
3,644,943,989.0446329283584,0.09841929697354473,24757,234347,76961,44,9,0
4,147,602,355.4765711927686,0.055289929718551414,61452,710293,9644,59,14,1
4,276,789,923.1596043227755,0.013499929527759379,17862,420615,75847,25,14,0
2,231,612,1064.0855236951343,0.29146408343857194,25147,686841,18952,37,12,0
3,825,154,976.5958038147305,0.014222516272016773,54105,944,92105,50,9,0
3,926,888,774.8218235381973,0.14902023197243552,55033,618281,15234,35,5,0
5,365,348,1349.9580164350928,0.015381745432363307,61243,271258,13201,51,0,1
4,227,450,850.953409174709,0.27119549703191675,46104,826278,52276,16,10,0
3,650,875,439.7441977581624,0.06364105920002366,62322,739026,87085,50,2,1
50,435,652,857.9960974263398,0.14016667653141543,62864,208920,76069,2,12,0
2,398,172,1034.8183173082475,0.01236279488872579,61670,256805,89002,60,0,1
52,210,9,588.553348700605,0.05852618129683499,592,294740,21292,13,11,0
50,390,739,1500.0,0.09618457705068077,6278,628375,42449,48,14,0
50,498,264,1175.7847158858672,0.14695612731873184,61861,992791,30581,12,9,0
52,539,437,454.9483819056837,0.01097695276515116,2261,793339,91686,40,11,0
51,562,759,903.9908589697517,0.3279829219047757,43908,255035,21347,26,8,0
51,490,246,1237.4075826692974,0.22092830240458916,63970,159186,10620,0,12,0
2,441,666,351.14025377719946,0.031518838011609804,348,811441,1767,56,8,0
50,260,545,1234.6424136332193,0.08651259519282752,62027,346990,3550,16,4,1
3,772,498,837.221817715848,0.07304834303530149,54185,836673,18694,47,3,0
4,349,128,417.6521352502932,0.06195370837979303,37212,691085,62020,49,11,0
2,351,671,1370.7976370755032,0.018875532943427933,61768,805428,97459,33,8,1
5,519,600,1702.3108757331563,0.043490469481532054,65185,399263,48329,13,8,1
52,319,604,1252.414277425746,0.13089227291158703,41543,1022057,77702,53,14,0
50,137,326,725.1907695122163,0.052921518834240525,6870,290911,89101,54,2,0
2,549,752,1500.0,0.09921442077096243,28083,278491,25302,58,4,0
1,622,834,182.60997398097345,0.12016851601646553,22081,102063,44764,16,2,0
1,991,979,906.8650129443387,0.12417501918945476,64733,548390,20766,2,9,0
51,367,403,564.4675560315651,0.002668250795077073,63663,528551,44788,33,1,1
52,219,628,827.0547912490698,0.19643130889624516,19423,370729,7426,39,0,0
4,336,605,643.4279749684912,0.06129567572093029,35614,67438,12858,24,11,0
3,222,674,1428.0948553757526,0.015218770485545775,62302,96359,52772,60,9,1
4,647,610,761.9357857693417,0.027676126544142948,60111,423756,93000,1,1,0
4,767,624,552.2047465920451,0.06597397024167971,22994,654539,22445,33,7,0
4,359,358,571.912715730806,0.21788777692509964,12387,494087,41458,25,10,0
52,920,602,1379.7378492348657,0.04753741554317399,34034,468942,79742,30,7,0
4,328,857,933.0571215387245,0.13851979495329775,45214,456985,705,8,2,0
5,961,717,289.3613880384836,0.010183200483296392,64098,696203,5453,29,6,0
52,462,16,1447.8544808025435,0.03231859053640961,61169,27690,38863,19,6,1
5,945,273,741.5970012926008,0.4789831324598767,12939,527282,61472,20,1,0
52,962,684,801.3803261291417,0.1471581274400505,65307,103533,69218,28,8,0
51,560,115,1045.966446194539,0.023639153009279372,11160,67546,86059,58,2,0
2,803,860,1154.9681521138536,0.06960342916530159,2275,400593,18301,24,1,0
1,381,979,542.3561816237933,0.026608336449752742,18855,340716,9567,37,11,0
4,835,692,791.0775037533848,0.05268888277747552,31816,550755,7502,57,2,0
51,589,90,636.1666991784291,0.15145097316501335,10483,770878,1846,43,1,0
2,616,81,979.0586543222788,0.14750154837956148,18962,655408,39182,24,14,0
1,168,323,730.3086518791491,0.025890076060072667,20045,168050,57264,8,7,0
50,216,960,808.7754439105627,0.25539136119367123,33837,509082,78767,38,4,0
3,377,113,718.9169716969507,0.08978816799690037,21976,513672,63039,61,2,0
5,118,768,768.1641453292004,0.04779136970463946,14707,834038,83291,43,4,0
50,189,57,1311.3953017784406,0.06970258544615066,5975,999078,34405,25,10,0
52,766,153,1500.0,0.09290499188029527,64140,884544,22565,56,10,0
1,369,876,1369.6914421841143,0.04103658958768325,64710,597702,97899,36,7,1
50,777,403,770.009066054929,0.06663203310473194,21214,879577,57436,15,6,0
3,148,627,321.30897173309506,0.0703061776312208,1951,704582,18228,36,5,0
51,675,854,571.8745400565879,0.019408476535595274,57436,572403,90297,11,13,0
1,651,265,761.9791892642281,0.16752193619788797,19478,876038,95260,23,12,0
50,858,314,585.481033808772,0.07803629128454571,10412,564935,47476,25,0,0
5,487,714,617.0297711384233,0.014050405863573357,63068,54607,17216,19,9,0
5,769,40,1272.6168422168496,0.14531057633824504,21696,450626,71075,8,0,0
2,373,104,808.6372441215445,0.269479807535651,46157,21996,21700,22,0,0
50,780,900,835.4635974205811,0.2943270747317352,62745,972425,12455,38,13,0
4,692,889,896.6142478477979,0.02302387594568615,62432,83697,48218,28,9,1
50,159,192,1153.2634174308757,0.014562349233817613,4275,308166,21712,30,13,0
51,350,400,736.2264116034296,0.07306406097242572,35054,826580,15060,18,7,0
1,911,277,965.6113506821148,0.005973492026501041,60386,592052,48399,19,7,1
1,287,353,488.66213221075134,0.13589549632631626,62430,878333,1287,22,13,1
51,287,748,781.6694258745902,0.020282589411373512,7046,352868,34298,42,6,0
50,891,936,634.3825994667795,0.029137670246777284,57624,911198,26486,26,5,0
51,225,732,1305.3739238050698,0.05219481282693781,29715,239190,59968,29,3,0
3,522,579,2029.7544114008776,0.024157642614739412,63348,8888,97804,20,0,1
52,521,708,429.41585157011764,0.1583102223106547,43748,744026,54584,43,14,0
51,782,255,695.0310429535512,0.030469429625011174,61405,956663,51631,34,14,1
5,272,650,717.1041094620657,0.018725562129893857,55049,435413,27087,48,8,0
51,935,823,555.1886313817184,0.031089596937888597,27760,1001830,16485,6,14,0
1,401,946,1297.837459059021,0.035577105245876955,60123,221432,68624,21,0,1
5,182,660,702.0129532743298,0.015952801548030724,40612,361085,59264,9,3,0
1,968,98,884.1597021665775,0.09458628989934953,31590,941978,18676,62,2,0
2,664,587,1104.82805649409,0.08341286713496943,42664,279477,60665,22,6,0
4,487,281,480.73354689934774,0.12542221399062553,31739,501616,24681,14,4,0
1,826,882,1098.5633667432196,0.27758679390689384,26845,560643,17078,29,4,0
5,845,402,581.404275703947,0.24333153963478318,23448,230487,38175,33,3,0
2,123,108,1444.5448547446326,0.2920172548410643,24880,653974,76969,12,0,0
1,984,699,1286.2927898748164,0.028066090798014937,11967,467119,3492,59,4,0
3,625,198,766.0758992341295,0.014106289087706942,17733,983762,46127,3,3,0
51,789,302,766.3874499614814,0.017996633693196037,63997,686505,3393,17,13,1
4,413,326,453.540206097625,0.22546064272033714,63926,773890,62258,55,9,0
1,979,153,1062.088550622359,0.35774624027971735,5290,249434,67805,22,12,0
2,724,551,790.8791700408505,0.19613026658432425,51575,889602,38401,32,7,0
3,171,644,1078.0600657255875,0.011655372783344815,20013,337819,36552,33,1,0
50,287,404,2191.9030361830382,0.14727857917283346,63452,180926,28089,33,7,1
2,434,461,853.3276775777445,0.02752668515354463,63896,591952,80016,35,0,1
51,685,131,430.95852687257366,0.0009353902421948293,55310,500638,25466,34,12,0
2,112,790,857.7680703597878,0.058410219425484106,64231,610441,48156,16,3,0
3,887,873,1715.1418251535338,0.002358205753168367,61624,617904,87894,27,2,1
2,916,83,776.7928695964092,0.03924973942727754,61181,821717,5970,13,4,1
3,994,398,1215.5811324416609,0.020666348644636262,60727,256349,8982,33,12,1
1,121,753,1211.013098351297,0.06413803721265603,50567,410749,21033,47,4,0
52,543,627,465.2049726793324,0.04748854457555839,63884,950128,54092,10,4,1
3,221,108,870.5953884317298,0.20310407547770004,23093,571284,24409,56,11,0
3,630,220,637.9690719203645,0.10844182320177909,25106,309091,24242,12,3,0
4,38,903,837.2469772913909,0.05692475445739294,14295,421172,47941,32,7,0
3,496,552,1012.9352871751064,0.1711624878411772,55788,837462,82939,56,2,0
3,779,367,866.2425523664274,0.2360025003107047,3622,451813,51106,54,11,0
50,232,146,745.3999190496652,0.006378032164282526,63670,828875,91303,1,3,1
52,942,111,649.6261585299563,0.07591437829608315,60801,652632,61051,33,0,0
1,529,614,1227.97789409734,0.033479039534887414,21700,229685,3658,52,6,0
51,148,557,898.6798681772295,0.004820459342024752,49907,327608,21231,28,0,0
4,396,923,1052.0957382754546,0.11042683393502856,2348,652307,18681,36,14,0
50,660,493,875.0885930549127,0.19861025940902907,29487,135024,82695,3,1,0
5,637,504,1564.1022307088642,0.00889074561804636,61141,974384,84732,11,10,1
52,903,474,681.1561730188034,0.16735160468933533,17111,183273,42341,25,6,0
1,301,835,569.7465059697694,0.1920018387203688,62171,644742,35951,57,0,0
1,359,889,1029.109314754414,0.2457374474523459,4924,124444,78516,60,10,0
5,237,270,1707.3183047005004,0.015413636566016353,62375,374319,7868,27,2,1
51,646,994,525.7156067610074,0.2342918302717068,62772,304604,80692,2,12,0
3,662,420,627.2165565728816,0.0386637595400004,59391,153868,78543,19,5,0
50,235,896,751.032071530728,0.08037168256615597,15612,162818,4330,9,5,0
2,735,706,1285.9473814947946,0.0051827616935876735,48136,480001,88088,51,5,0
4,202,366,1453.4109548257168,0.0022436494557164627,64031,15,35866,17,10,1
2,255,279,402.77395104023395,0.12742994675327363,9067,836189,66941,52,12,0
5,597,282,772.1051625231496,0.05878506273076939,36048,157029,37870,62,1,0
1,661,39,1089.3545599123045,0.01480536495158969,60358,605829,66906,52,1,1
51,234,958,448.01913319882095,0.021123165057912466,26755,545580,83985,52,5,0
1,344,188,768.5624249315817,0.11085216976620192,36576,384838,89712,26,9,0
4,533,163,712.9887681180883,4.016246657298496e-05,24261,162948,66253,30,4,0
1,859,993,691.5102429148524,0.16393362936898717,55252,716087,79387,26,13,0
1,796,988,677.7855897854568,0.008256629588613756,46734,47046,1712,41,6,0
4,780,535,1241.418064504641,0.02125617551595538,48892,539105,25802,0,6,0
50,465,535,1036.333597754768,0.024407271680014272,63742,1008510,87288,5,4,1
50,769,3,814.9013168900793,0.0663314124116132,22554,9759,90710,10,7,0
4,540,834,782.3705863169812,0.04384973898335494,24175,179504,53271,33,9,0
51,212,289,648.4949448897992,0.038671033106284516,21958,268556,71623,38,5,0
5,462,952,823.8514197103093,0.3321906059773447,635,450973,55536,19,14,0
52,435,432,819.605178829329,0.10260489065290673,29882,282648,76760,62,4,0
1,282,470,823.9269580697649,0.002371187292435002,12772,370644,16221,52,3,0
51,561,180,542.2300573710736,0.05624275770896227,60072,270651,13393,20,6,0
1,606,247,738.1626478242076,0.20795111420536477,50227,21050,85588,20,3,0
52,462,627,1028.0965626049574,0.03587573769991073,18299,398036,2247,17,4,0
5,406,278,746.0550105859879,0.009933022863546512,14341,925339,20011,20,4,0
50,87,876,848.5345737803774,0.1420408783409194,33357,486383,68359,18,0,0
51,43,580,850.1111002179066,0.0931439476737203,36000,100153,90204,3,14,0
3,460,862,925.2185392201751,0.08446970969015555,6352,800019,17235,12,0,0
3,277,253,967.5952745041432,0.005506519866970182,59649,231329,96191,17,2,0
52,682,180,747.7548170752339,0.015140330208952713,62669,582020,49452,51,14,0
3,420,829,789.8991136085567,0.04871577848752243,62844,576209,75206,28,13,1
50,700,680,434.3854013975373,0.023297148949944623,1974,438715,21785,24,10,0
52,352,824,1657.9588857313615,0.03506603260274637,64538,642022,29673,55,2,1
50,695,508,1031.0751343913198,0.0787197863128681,37813,1039786,1083,12,1,0
5,514,760,994.8094053012579,0.033338706703424245,10248,916536,11149,61,11,0
1,702,699,1043.361058358802,0.29647212358605446,44441,137912,27495,62,1,0
5,629,565,751.5332049122335,0.18481019535726798,31656,496586,75094,26,5,0
5,18,325,612.537074670335,0.1281478621303555,43040,982581,51953,59,12,0
50,22,356,505.8777770605886,0.008120340296329898,55256,555728,36720,18,0,0
52,412,824,709.7925015365253,0.005609747492704402,62211,559471,48738,48,5,1
52,29,649,1163.6476065650993,0.06788130978780174,54990,882604,59454,0,4,0
3,806,679,652.0565432737553,0.017520297316816424,11245,657749,39537,37,5,0
2,107,390,1116.457720763266,0.3828852741176618,29059,972580,50605,18,4,0
1,366,614,1115.901376328707,0.00862966554151978,60972,638803,50834,51,6,1
50,280,933,895.6914562909092,0.0334195904934305,60360,385327,14040,0,0,1
3,127,84,471.690560734957,0.0452747074704915,63231,328443,67840,39,12,0
51,228,316,623.5536929036749,0.10199483134978467,38363,744821,47932,16,2,0
2,110,211,1225.471634871887,0.013815510425410578,28372,1009589,39926,20,5,0
2,135,514,474.7369760660563,0.05626742092155651,3823,639791,51004,21,0,0
50,361,383,1435.0240464438953,0.03211768555685195,28879,39023,83818,14,12,0
4,185,690,547.8177717591069,0.2187040335273295,36158,181101,48898,49,10,0
1,655,341,1024.9849911953736,0.004143229752422672,5915,302085,87746,38,10,0
2,583,814,756.4246117235034,0.24502443180537972,18165,1006497,93710,47,6,0
50,128,963,703.8321252421443,0.1789726368696292,27181,447166,42288,38,3,0
50,875,987,418.5737668624592,0.0353210546813885,3689,908109,90727,31,2,0
3,260,843,1155.723157761943,0.07786378027318164,62632,742319,33013,48,9,1
51,514,37,452.5142010901987,0.0031711083887815657,13081,76054,41784,3,8,0
4,448,510,295.5268700697679,0.3407181761196985,30954,1042813,85728,43,0,0
1,899,419,835.8796034652347,0.074780389879453,9917,327507,68316,44,7,0
52,103,750,609.3730679492734,0.036137314330720746,56364,501772,83767,31,0,0
5,482,168,1305.3045548374944,0.04503315400295581,29678,586030,46492,3,12,0
51,223,964,1100.0065145278468,0.006871293223841803,27361,1041963,88942,52,13,0
51,831,908,1309.229654401031,0.45421497580122383,37806,491112,58585,0,4,0
3,873,342,893.6026929714455,0.0020042354623577906,63190,569503,12804,32,9,1
52,865,825,840.8413220393862,0.10639416899137455,61064,1042585,49626,6,7,0
2,490,305,64.0,0.05847160539286126,22704,834289,93362,8,5,0
2,472,541,715.4592857939828,0.29742882135324655,59022,841908,13699,0,6,0
3,9,701,829.5495044074042,0.028236256655354425,8641,159245,34561,15,10,0
50,404,868,846.2144233105316,0.07594725215107503,29264,402611,15377,17,7,0
2,895,536,787.2894768374981,0.065846793462684,32850,846200,83655,53,12,0
4,301,111,819.9777715255004,0.12135735579236946,39047,241443,13118,62,5,0
1,230,410,64.0,0.00704334428465315,16079,477959,56382,46,10,0
51,730,946,1315.29982623689,0.010770497270611856,64948,103591,37957,5,5,1
51,922,205,945.0319675790116,0.024151734549715517,15537,249045,48787,1,10,0
4,65,184,1802.1114311829829,0.06699931704931812,61624,570517,87779,8,5,1
52,936,381,910.6214177830792,0.02096582583906932,7411,944143,66481,3,4,0
2,111,495,1141.1683199790427,0.04260618006565019,63928,898138,31696,44,7,1
51,12,378,1131.4825766692916,0.024238220880997377,48269,62583,1512,22,12,0
5,392,46,92.7997326201563,0.19777875272233447,34249,255931,53234,53,1,0
52,499,885,645.5154408118569,0.2850514882534567,31160,159996,22503,42,6,0
1,931,739,570.2570059823865,0.07308344579069631,42040,650299,50011,44,14,0
1,597,550,789.6434600506067,0.04343413694369421,36367,466185,90342,42,3,0
51,233,527,140.3921563312506,0.026664853639093086,47801,292248,92530,50,0,0
3,601,503,1195.8906986731156,0.00510627962417038,40762,1038366,73906,7,12,0
52,313,21,1087.5855451420894,0.015632908134402712,61756,764948,46490,38,4,1
51,565,212,895.6390073476801,0.10619981811422069,20568,824026,83534,24,2,0
3,11,309,866.9273675179683,0.0762747946725742,52833,265808,81166,15,3,0
51,208,660,1178.746968463085,0.2883140972207147,43664,796960,31950,34,6,0
5,973,967,362.1224393066788,0.02523201151503205,65119,683550,68377,16,4,1
52,13,752,833.6963496409437,0.11837236830249842,40413,721393,79588,17,13,0
50,632,271,1143.853478211458,0.06720174880772027,53463,454377,93060,59,14,0
1,417,570,770.6040659837926,0.071862134112402,44717,728537,67311,26,3,0
51,436,798,514.6191820585095,0.031166649915727637,50911,652692,78799,14,0,0
5,376,937,618.8329653032642,0.06068791706761914,35368,987683,69408,59,5,0
3,19,201,682.1173994580786,0.06363604968270752,54769,201664,73810,16,10,0
3,586,31,583.6849911431033,0.1226363351345916,5814,295043,17230,42,9,0
1,911,442,754.1566648797922,0.2824134666411992,59895,857411,27386,4,5,0
4,754,161,1252.4742209555006,0.03994650606714626,36622,541529,42177,15,6,0
51,734,766,620.7905703387552,0.004311678030041138,60091,832643,94826,14,0,0
52,69,253,653.6978077163003,0.06857647488912942,51445,587760,3261,41,13,0
2,823,520,1406.901262822641,0.03931373374422168,60240,205320,97556,45,3,1
3,210,976,1121.3308362162556,0.009222624348605666,64761,991261,3146,33,11,1
52,100,650,401.2444599965352,0.14290540913214886,41191,31346,97290,47,8,0
52,697,479,781.6434686662935,0.41949901069451523,40319,605484,7803,18,14,0
50,131,9,770.3325702809224,0.29146080034439226,37019,366595,2264,7,11,0
52,622,725,1092.703503631446,0.02195326270847633,58543,732484,26914,46,13,0
52,380,504,508.3542805392016,0.2082351691266555,39760,889340,57789,9,9,0
50,131,784,1094.695844826633,0.12190649073820202,16499,435436,8156,61,5,0
3,19,835,1155.9761345550253,0.030242766202346102,65261,149014,923,4,1,1
52,905,559,701.4262480882519,0.03889289604674973,60975,835599,72232,51,3,1
4,535,435,407.3665063769214,0.18944580309142692,25569,822805,20673,47,5,0
4,226,110,1380.316558372559,0.06541860003869984,51500,1029092,38527,52,3,0
5,153,152,1128.037789724052,0.02335697626391317,64318,853575,45345,25,14,1
50,804,634,1621.4268525287198,0.03398662732504573,62313,644911,19015,21,9,1
5,741,916,431.3462724263416,0.04327154079823672,61305,896445,73353,43,6,1
50,468,868,1500.0,0.020958298010258863,30100,2016,91280,22,11,0
51,821,101,1067.9733885101386,0.23117038454010383,24365,855542,40325,61,12,0
51,999,752,723.3679357534372,0.1121431524775562,40640,523195,94076,12,2,0
52,870,832,708.150242643347,0.10031264443050403,39144,963813,95639,8,5,0
2,404,190,1020.3794384908988,0.010480092357050805,23483,531562,38699,48,12,0
51,201,728,1003.1545060175141,0.09267804020304152,3677,1025743,77170,19,14,0
2,37,562,1282.1381761788475,0.006446281472055323,60787,15748,23385,27,11,1
51,941,803,1204.8954411910036,0.004098351973728986,62428,413391,3513,43,3,1
1,771,80,968.3201252077749,0.07493173912526872,21782,497926,6067,56,2,0
51,187,488,416.2334011139203,0.02577394953237353,60555,536114,31501,36,11,1
5,56,894,688.6175862157241,0.08887005412139429,3066,869440,78744,23,2,0
3,940,87,458.9112637682192,0.004672814209709878,62109,653576,85643,43,13,1
52,19,193,981.3777034107515,0.05638450787737912,35815,427345,79859,32,1,0
5,272,103,597.2558086900042,0.019211339884186843,59695,1043756,54801,19,10,0
3,118,782,328.5265763962467,0.4350534628420925,16925,201081,63141,59,2,0
4,582,95,561.8640427943092,0.08235980940165315,63958,775342,84955,47,12,0
5,515,422,844.8068604397356,0.11629487852247962,60205,416706,2388,29,11,0
4,220,890,738.4314852332569,0.03936624552729126,32845,892055,56161,43,13,0
2,525,197,672.079548435252,0.004976594246574394,64942,172507,59242,8,9,1
2,514,0,288.5394194808152,0.37243351556221005,48649,730377,73568,44,0,0
1,727,406,822.1798361091506,0.03372351771227728,16408,926024,1800,48,14,0
51,740,377,625.7695679748617,0.055131466187095184,21519,520140,35549,16,2,0
5,335,166,722.5757870407847,0.1049433404924422,17060,223023,33896,35,8,0
4,697,508,752.0944437535101,0.0025007392256556713,23053,345250,90451,13,3,0
3,54,637,929.0197061525955,0.16620959825323167,59739,717237,80172,18,14,0
2,499,312,1054.0839505309739,0.07691176029826713,4268,937302,40380,6,2,0
51,899,592,843.9527602875329,0.03260309984573633,5989,316782,45415,58,7,0
2,887,417,703.8612350721069,0.006358749115528053,27975,69072,73072,2,0,0
3,765,762,807.4290614287409,0.017733212331388915,60104,67309,68345,32,4,0
